seqno,hosp_id,區域,hosp_name,tel,extension,地址,type,time,vaccine,twd97x,twd97y,wgs84ax,wgs84ay,date
121,3531060995,新莊區,陳世昌婦產科診所,(02)22066020,,新北市新莊區後港一路100號,合約診所,"星期一至星期六08:30-12:00、15:00-18:00、19:00-20:00
(星期六晚上休診)",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
122,3531063629,新莊區,志銘小兒科診所,(02)22068999,,新北市新莊區民安路168號,合約診所,"星期一至星期六8:00-12:00、14:30-18:00、19:00-22:00
星期日8:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
123,3531064019,新莊區,宏祐診所,(02)29072150,,新北市新莊區中正路879-3號,合約診所,星期一至星期六8:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
124,3531063647,新莊區,幸福小兒科診所,(02)29919474,,新北市新莊區幸福路729號,合約診所,星期一至星期六9:00-12:00、15:00-18:00、19:00-22:00,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
125,3531064457,新莊區,春詠診所,(02)22033355,,新北市新莊區龍安路278巷2號,合約診所,星期一至星期日8:00-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
126,3531061607,新莊區,榜生婦產科診所,(02)22034701,,新北市新莊區龍安路339號,合約診所,"星期一、二、四、五、六9:00-12:00
星期一、星期五14:30-18:00
星期三18:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
127,131060010,新莊區,衛生福利部樂生療養院,(02)82006600,2188,新北市新莊區中正路794號,合約診所,"星期一至星期五9:00-12:00、18:00-21:00
星期六9:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
128,3531065623,新莊區,天佑診所,(02)29924069,,新北市新莊區幸福路670巷2弄21號,合約診所,"週一至週六9:00-12:00、14:30-18:00、19:00-22:00
※週六晚診及週日休診
＊卡介苗為每週五下午14:00-16:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、育齡婦女MMR,,,,,20230731
129,3531065133,新莊區,禾欣診所,(02)89911091,,新北市新莊區復興路1段91號1樓,合約診所,"星期一至星期五8:00-12:00
星期六15:00-18:00
星期五、星期六晚上18:30-21:30
（星期三晚上休診）",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
130,3531065169,新莊區,樂寶兒婦幼診所,(02)29901122,,新北市新莊區中正路82-1號,合約診所,"星期一至星期五上午9:30-12:30、14:30-18:00、18:30-21:30
星期日9:30-12:30、14:30-18:00
＊卡介苗為星期三15:00-17:00
(星期六全天休診)",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
131,3531060806,新莊區,天給婦產科診所,(02)29927196,,新北市新莊區幸福路670巷2弄23號,合約診所,星期一至星期六,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
132,3531064304,新莊區,公園診所,(02)29943101,,新北市新莊區公園路58號,合約診所,"星期一至星期六8:45-12:00、15:00-17:30、18:30-21:30
(星期日全天休診)",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
133,3531065561,新莊區,育慶小兒科診所,(02)82016758,,新北市新莊區民安西路195-1號,合約診所,"星期一至星期六8:30-12:00、15:30-18:30、18:30-21:30
星期日9:00-12:00、18:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
134,3531066282,新莊區,建嘉小兒科診所,(02)29925105,,新北市新莊區中誠街40號,合約診所,"星期一至星期六8:30-12:00、15:00-18:00、18:30-21:30
(星期日全天休診)",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
135,3531066068,新莊區,軒琪耳鼻喉科診所,(02)29072366,,新北市新莊區富國路15號,合約診所,"星期一、三、五、日18:30-22:00
星期二、四、六15:30-18:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
136,3531066166,新莊區,巧兒親子診所,(02)22779263,,新北市新莊區建中街92號1樓,合約診所,週一至週日8:00-12:00、14:00-18:00、18:30-22:00,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
137,3531066237,新莊區,立安耳鼻喉科診所,(02)29933885,,新北市新莊區福壽街134號1樓,合約診所,"星期一至星期六8:30-12:00、15:00-18:00、18:30-20:00
星期日8:30-12:00、18:30-22:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
138,3531066264,新莊區,思賢診所,(02)29923806,,新北市新莊區自立街200號,合約診所,"週一至週五08:00-12:00、15:00-21:00
週六及週日08:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
139,3531066291,新莊區,果仁小兒科診所,(02)85225828,,新北市新莊區中原路146號1樓,合約診所,"週ㄧ至週六08:00-12:00、15:00-21:00
週日08:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、育齡婦女MMR,,,,,20230731
140,3531066433,新莊區,軒禾診所,(02)2906-6999,,新北市新莊區天祥街114號,合約診所,"週一至週日早上8:30-12:00、下午16:30-18:00、晚上18:30-21:30
週四上午休診",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
141,3531066568,新莊區,張博堯診所,(02)29986665,,新北市新莊區中榮街116號1樓,合約診所,"星期一至星期六8:45-12:00、15:00-17:30、18:30-21:30
(星期日全天休診)",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
142,1131090019,三峽區,行天宮醫療志業醫療財團法人恩主公醫院,(02)26723456,6253,新北市三峽區復興路399號,合約診所,"週二、四14:00-16:30
週五8:30~10:00(僅接種BCG)
週六8:00-11:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白,,,,,20230731
143,3531091963,三峽區,悅兒診所,(02)86741615,,新北市三峽學成路329號,合約診所,週一至週六8:00-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
144,3531090206,三峽區,永澄診所,(02)26732674,,新北市三峽光明路20號1樓,合約診所,"週一至日上午8:30-12:00、14:00-17:00、18:00-21:00
國定假日上午8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
145,3531092068,三峽區,北大小兒科診所,(02)26718080,,新北市三峽大學路87號1樓,合約診所,"週一至週日8:00-12:00
週一至週六15:00-18:00、18:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
146,3531090288,三峽區,詹小兒科診所,(02)26742308,,新北市三峽中華路13-6號,合約診所,"週一至週日8:00-12:00
週一至週六15:30-18:00、18:30-21:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
147,3531092102,三峽區,星龍診所,(02)26711676,,新北市三峽區國際一街5號,合約診所,"週一至週六8:00-12:00、15:00-18:00、18:30-21:30
星期日8:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
148,3531080344,鶯歌區,麥婦產科診所,(02)26788600,,新北市鶯歌區鶯桃路573號,合約診所,星期一至星期六7:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
149,3531081538,鶯歌區,怡兒診所,(02)26707200,,新北市鶯歌區建國路173號,合約診所,星期一至星期六7:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
150,3531081663,鶯歌區,金鶯診所,(02)26702559,,新北市鶯歌區國慶街167號,合約診所,星期一至星期日7:30-21:20,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
151,3531080200,鶯歌區,崇文診所,(02)26783377,,新北市鶯歌區國慶街141號,合約診所,星期一至星期六8:00-12:00、14:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
152,1131100010,淡水區,財團法人基督長老教會馬偕紀念醫院淡水分院,(02)28094661,,新北市淡水區民生路45號,合約診所,"星期一至星期五健兒門診
上午9:00-12:00
下午2:00-5:00
＊卡介苗(需掛號處先預約)
星期二上午9：00-12：00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、育齡婦女MMR,,,,,20230731
153,3531100529,淡水區,鴻恩診所,(02)28082277,,新北市淡水區民族路50巷1號1耬,合約診所,"星期一至星期六
上午8:30-12:00
下午3:30-17:30
晚上6:00-9:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
154,3531104821,淡水區,祐銘耳鼻喉科診所,(02)88095239,,新北市淡水區民族路31號,合約診所,"星期二至星期五
上午8:30-12:00
",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
155,3531105060,淡水區,康如診所,(02)26263332,,新北市淡水區學府路24號1樓,合約診所,"星期二、五
上午9:00-12:00
下午3:00-6:00
晚上6:30-9:30
星期三
上午9:00-12:00
下午3:00-6:00
星期六
上午9:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
156,3531100047,淡水區,黃秋陽診所,(02)26229596,,新北市淡水區中山路7號,合約診所,"週一至週五
上午8:30-12:00
下午15:00-18:00
晚上19:00-21:30
週六
上午8:30-12:00
下午15:00-18:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
157,3531100234,淡水區,陳世芳診所,(02)26227467,,新北市淡水區重建街198號,合約診所,"星期一至星期五
上午8:30-11:30
下午3:30-17:30
晚上7:00-9:00
星期六
上午8:30-11:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
158,3531105011,淡水區,卓訓德診所,(02)26202022,,新北市淡水區新市一路3段36號1樓,合約診所,"星期一、星期三至星期日（週二休診）
上午8:30-12:00
下午2:30-6:00
晚上6:30-10:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
159,3531100412,淡水區,劉小冰小兒科診所,(02)26296982,,新北市淡水區北新路175號,合約診所,"星期一至星期五
上午8:30-12:00
下午2:30-9:30
星期六
上午8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
160,3531104947,淡水區,瑞安診所,(02)26203669,,新北市淡水區北新路182巷61號,合約診所,"星期一至星期五
上午8:30-12:00
星期六、日、國定假日(需來電預約)
上午8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
161,3531161595,泰山區,王嘉興診所,(02)85314123,,新北市泰山區明志路1段271號,合約診所,星期一至星期日8:00-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
162,1331160010,泰山區,輔仁大學學校財團法人輔仁大學附設醫院,(02)85128888,,新北市泰山區貴子路69號,合約診所,星期一至星期六7:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白,,,,,20230731
163,3531161684,泰山區,永旭診所,(02)22979722,,新北市泰山區仁愛路112-2號,合約診所,星期一至星期六7:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
164,3531161666,泰山區,弘森診所,(02)29090568,,新北市泰山區明志路1段257號,合約診所,先預約查詢有無疫苗，再安排接種。,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
165,3531161559,泰山區,佳欣診所,(02)29048622,,新北市泰山區明志路2段336號,合約診所,"星期一至星期五8:00:12:0014:30-17:3018:00-21:00(星期三下午休診)
星期六8:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
166,3531161568,泰山區,泰和診所,(02)85315320,,新北市泰山區明志路2段62號,合約診所,"週一至週六早上8:00-12:00、14:00-17:30、18:30-21:00
星期六無夜診",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
167,3531133037,土城區,永佳婦產專科診所,(02)22631188,,新北市土城區金城路2段250號,合約診所,"週一至週六9:00-11:30、14:30-17:00、18:30-21:30
卡介苗時間需電詢",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白、育齡婦女MMR,,,,,20230731
168,3531130125,土城區,秀偉小兒科診所,(02)22620555,,新北市土城區金城路2段380號,合約診所,週一至週六8:00-17:00(中午不休診),B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
169,3531130483,土城區,土城診所,(02)22603307,,新北市土城區中央路2段177巷22號,合約診所,"週一至五上午9:00-12:00、下午16:00-21:00
週六上午9:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
170,3531130536,土城區,維安小兒科診所,(02)22668575,,新北市土城區中央路1段67-2號,合約診所,"週一上午8:30-12:00、週二19:00-22:00
週三上午14:00-18:00、下午19:00-22:00
週四至週日8:30-12:00、14:00-18:00、19:00-22:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
171,3531133117,土城區,維誠小兒科診所,(02)22668575,,新北市土城區中央路1段67-2號,合約診所,"週一8:30-12:00
週二19:00-22:00
週三14:00-18:00、19:00-22:00
週四至週日8:30-12:00、14:00-18:00、19:00-22:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
172,3531130634,土城區,蔡永福小兒科診所,(02)22669887,,新北市土城區金城路3段176-1號,合約診所,"週一至五8:30-11:50、16:00-17:50、19:00-21:00
週六8:30-11:50",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
173,3531132389,土城區,羅文亮小兒科診所,(02)82623060,,新北市土城區裕民路144號,合約診所,"週一至五8:30-12:00、14:30-17:30、18:30-21:30
週六8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
174,3531132585,土城區,吉康小兒科診所,(02)22706596,,新北市土城區學府路1段188號,合約診所,"週一至五8:30-12:00、15:00-21:30
週六8:30-12:00、15:00-18:00
",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
175,3531132709,土城區,洪正祝小兒科診所,(02)82611080,,新北市土城區延和路112號,合約診所,"週一至六8:30-11:00、15:00-17:00、18:30-20:30
週日8:30-11:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
176,3531132889,土城區,羅林小兒科診所,(02)82733026,,新北市土城區裕民路83號,合約診所,週一至日8:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
177,3531133153,土城區,城林小兒科診所,(02)22616166,,新北市土城區中央路2段312號,合約診所,"週一至五9:00-12:00、15:00-18:00、18:30-21:30
週六9:00-12:00
週日休診",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
178,1131130018,土城區,新北市立土城醫院(委託長庚醫療財團法人興建經營),(02)22630588,,新北市土城區金城路二段6號,合約診所,"週一08:30-11:30、13:30-16:30
週二08:30-11:30
週三08:30-11:30
週四13:30-16:30
週五08:30-11:30
週六08:30-11:30、13:30-16:30
週日休診
卡介苗時間每週一需電詢",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗,,,,,20230731
179,3531045069,中和區,尚安診所,(02)29571200,,新北市中和區莒光路154號,合約診所,"星期一至星期五8:00-12:00、15:00-18:00、18:30-21:30
星期六8:00-12:00、15:00-18:00
卡介苗採預約制",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗,,,,,20230731
180,1331040513,中和區,衛生福利部雙和醫院,(02)22490088,,新北市中和區中正路291號,合約診所,"星期一至星期五13:30-16:30
星期六08:30-12:00
＊卡介苗為星期五下午13:30-16:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白,,,,,20230731
181,3531113017,汐止區,馨生婦產科小兒科診所,(02)26927666,,新北市汐止區福德二路215號1樓,合約診所,門診時間,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、育齡婦女MMR,,,,,20230731
