no,name,tel,地址,緯度,經度,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay,緯度,經度
3530000000.0,劉宜光診所,8968-1111,新北市板橋龍興街33號,25.0003457,121.442894,診所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察425分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0003457,121.442894
3530000000.0,德一診所,2953-5396,新北市中山路2段236號,25.002725,121.4982081,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察426分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.002725,121.4982081
3530000000.0,樂田耳鼻喉科診所,8258-2968,新北市文化路二段10號,25.0240801,121.4688442,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察427分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0240801,121.4688442
3530000000.0,樂欣診所,2252-6222,新北市四維路108號,25.0241085,121.4233754,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察428分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0241085,121.4233754
3530000000.0,樂福診所,2956-0606,新北市三民路二段89號,25.0164837,121.4795187,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察429分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0164837,121.4795187
3530000000.0,樂澄診所,2275-1010,新北市北門街13號,25.0110333,121.4570209,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察430分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0110333,121.4570209
3530000000.0,蔡利誠診所,2250-2246,新北市陽明街112號,25.023562,121.4639078,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察431分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.023562,121.4639078
3530000000.0,蔡明志小兒專科診所,8257-0156,新北市雨農路56號,25.0242209,121.4608338,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察432分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0242209,121.4608338
3530000000.0,翰生診所,2254-5665,新北市漢生西路73號,25.0187989,121.462779,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察433分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0187989,121.462779
3530000000.0,興安診所,2965-2683,新北市龍興街51號,25.0009596,121.443144,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察434分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0009596,121.443144
1530000000.0,蕭中正醫院,2968-5661,新北市新興里南雅南路一段15-1號,25.0068789,121.4564446,地區醫院,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察435分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0068789,121.4564446
3530000000.0,蕭正輝兒科診所,2250-1101,新北市文化路二段137號1樓,25.0268189,121.46993,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察436分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0268189,121.46993
3530000000.0,龍興診所,2965-0765,新北市龍興街45號,25.0007819,121.4430363,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察437分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0007819,121.4430363
3530000000.0,聯德診所,8687-1766,新北市溪北路13號,24.9905075,121.4268592,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察438分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9905075,121.4268592
3530000000.0,謝坤川診所,2256-2949,新北市陽明街10號,25.0217918,121.4666826,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察439分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0217918,121.4666826
3530000000.0,燿星小兒科診所,2952-2377,新北市實踐路113號,25.005069,121.4641695,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察440分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.005069,121.4641695
3530000000.0,豐禾婦產科診所,8951-0666,新北市中山路一段279號3樓之一,25.0145993,121.4698898,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,婦產科/小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察441分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0145993,121.4698898
3530000000.0,麗暘診所,2250-1841,新北市懷德街78巷2號,25.0317027,121.4780796,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察442分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0317027,121.4780796
3530000000.0,耀安小兒科診所,2961-6781,新北市漢生東路324號1樓,25.0080259,121.4716617,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察443分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0080259,121.4716617
2330000000.0,林口區衛生所,2606-8760,新北市林口區忠孝二路55號,25.0696435,121.3640802,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察444分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,286727.36,2773562.89,121.364057,25.069842,25.0696435,121.3640802
3530000000.0,未來小兒科,2602-9090,新北市林口區文化二路一段577號,25.078465,121.3758229,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察445分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287933.62,2774548.78,121.376041,25.078713,25.078465,121.3758229
3530000000.0,永健診所,2601-6129,新北市林口區文化二路一段392-3號1樓,25.0773454,121.3755182,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察446分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287886.67,2774427.45,121.375573,25.077618,25.0773454,121.3755182
3530000000.0,明揚診所,2603-5801,新北市林口區中山路192號,25.0791076,121.3890261,診所,如要接種，請先致電詢問疫苗庫存,電話、傳真、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察447分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,289241.64,2774597.45,121.389009,25.079119,25.0791076,121.3890261
3530000000.0,林口微笑親子耳鼻喉科診所,2600-0515,新北市林口區文化三路一段421號一樓,25.0742903,121.3674322,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察448分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287068.34,2774060.39,121.367451,25.074325,25.0742903,121.3674322
3530000000.0,侯志龍小兒科診所,2608-9001,新北市林口區公園路25號1F,25.0678504,121.3667475,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察449分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287005.98,2773344.03,121.366813,25.067859,25.0678504,121.3667475
3530000000.0,捷仁診所,2600-9405,新北市林口區麗園一街6巷1號1樓之4,25.0703335,121.3766693,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,家庭醫學科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察450分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287993.16,2773597.3,121.376605,25.070121,25.0703335,121.3766693
3530000000.0,陽光耳鼻喉科,2601-6068#115,新北市林口區仁愛路2段115號1樓,25.0748153,121.3838643,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察451分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288735.82,2774127.69,121.383982,25.074891,25.0748153,121.3838643
3530000000.0,黃紹基診所,2600-5385#9,新北市林口區民有街156號1樓,25.0761117,121.372433,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察452分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287582.2,2774245.68,121.372549,25.075985,25.0761117,121.372433
3530000000.0,穎欣診所,2606-9786,新北市林口區文化二路一段535號1樓,25.0765031,121.3738979,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察453分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287726.28,2774301.08,121.373979,25.076482,25.0765031,121.3738979
3530000000.0,親子耳鼻喉科診所,2601-6068#115,新北市林口區仁愛路2段115號1樓,25.0748153,121.3838643,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察454分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288735.82,2774127.69,121.383982,25.074891,25.0748153,121.3838643
3530000000.0,麗林耳鼻喉科,2608-2795,新北市林口區忠孝路379號,25.0716932,121.369418,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察455分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287272.0,2773759.22,121.369461,25.071601,25.0716932,121.369418
2330000000.0,金山區衛生所,2498-2778,新北市金山區民生路59號,25.2205814,121.6411814,衛生所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察456分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,314603.99,2790350.59,121.641163,25.22046,25.2205814,121.6411814
3530000000.0,東大診所,2498-3191,新北市金山區中山路231號,25.2217127,121.6373827,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察457分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,314222.65,2790481.69,121.637385,25.22166,25.2217127,121.6373827
431270012.0,國立臺灣大學醫學院附設醫院金山分院,2498-9898#7615,新北市金山區玉爐路7號,25.2223616,121.6367773,地區醫院,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科、家醫、耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察458分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,313312.75,2790234.64,121.628344,25.219469,25.2223616,121.6367773
2330000000.0,泰山區衛生所,2909-9921,新北市泰山區全興路212號3樓,25.0562788,121.4336296,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察459分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293753.33,2772064.84,121.433653,25.05613,25.0562788,121.4336296
